id,grade,subject,publisher,type,question,option1,option2,option3,option4,answer,hint,semester,exam
m3-n-u8-080,3,math,nanyi,choice,比較 三分之一 和 四分之一 誰比較大？,三分之一,不能比較,四分之一,一樣大,三分之一,分母越小，分數越大,1,final
m3-n-u8-081,3,math,nanyi,choice,比較 七分之一 和 二分之一 誰比較大？,一樣大,七分之一,二分之一,不能比較,二分之一,分母越小，分數越大,1,final
m3-n-u8-082,3,math,nanyi,choice,一盒布丁有 5 個，吃掉 1 個是幾盒？,五,五分之一,六分之一,四分之一,五分之一,全部有 5 個，其中的 1 個,1,final
m3-n-u8-083,3,math,nanyi,choice,一盒布丁有 6 個，吃掉 1 個是幾盒？,五分之一,六分之一,六,七分之一,六分之一,全部有 6 個，其中的 1 個,1,final
m3-n-u8-084,3,math,nanyi,choice,比較 八分之一 和 九分之一 誰比較大？,一樣大,八分之一,不能比較,九分之一,八分之一,分母越小，分數越大,1,final
m3-n-u8-085,3,math,nanyi,choice,比較 五分之一 和 十二分之一 誰比較大？,不能比較,十二分之一,五分之一,一樣大,五分之一,分母越小，分數越大,1,final
m3-n-u8-086,3,math,nanyi,choice,一盒布丁有 8 個，吃掉 1 個是幾盒？,七分之一,八,八分之一,九分之一,八分之一,全部有 8 個，其中的 1 個,1,final
m3-n-u8-087,3,math,nanyi,choice,一盒布丁有 4 個，吃掉 1 個是幾盒？,四分之一,三分之一,四,五分之一,四分之一,全部有 4 個，其中的 1 個,1,final
m3-n-u8-088,3,math,nanyi,choice,一盒布丁有 8 個，吃掉 1 個是幾盒？,八,九分之一,八分之一,七分之一,八分之一,全部有 8 個，其中的 1 個,1,final
m3-n-u8-089,3,math,nanyi,choice,比較 二分之一 和 十分之一 誰比較大？,不能比較,十分之一,一樣大,二分之一,二分之一,分母越小，分數越大,1,final
m3-n-u8-090,3,math,nanyi,choice,比較 三分之一 和 十一分之一 誰比較大？,三分之一,不能比較,一樣大,十一分之一,三分之一,分母越小，分數越大,1,final
m3-n-u8-091,3,math,nanyi,choice,一盒布丁有 10 個，吃掉 1 個是幾盒？,九分之一,十一分之一,十,十分之一,十分之一,全部有 10 個，其中的 1 個,1,final
m3-n-u8-092,3,math,nanyi,choice,比較 十分之一 和 十二分之一 誰比較大？,不能比較,十二分之一,一樣大,十分之一,十分之一,分母越小，分數越大,1,final
m3-n-u8-093,3,math,nanyi,choice,一盒布丁有 4 個，吃掉 1 個是幾盒？,三分之一,四,四分之一,五分之一,四分之一,全部有 4 個，其中的 1 個,1,final
m3-n-u8-094,3,math,nanyi,choice,一盒布丁有 3 個，吃掉 1 個是幾盒？,三,三分之一,四分之一,二分之一,三分之一,全部有 3 個，其中的 1 個,1,final
m3-n-u8-095,3,math,nanyi,choice,一盒布丁有 8 個，吃掉 1 個是幾盒？,八,八分之一,七分之一,九分之一,八分之一,全部有 8 個，其中的 1 個,1,final
m3-n-u8-096,3,math,nanyi,choice,一盒布丁有 5 個，吃掉 1 個是幾盒？,六分之一,五,四分之一,五分之一,五分之一,全部有 5 個，其中的 1 個,1,final
m3-n-u8-097,3,math,nanyi,choice,一盒布丁有 9 個，吃掉 1 個是幾盒？,十分之一,九分之一,八分之一,九,九分之一,全部有 9 個，其中的 1 個,1,final
m3-n-u8-098,3,math,nanyi,choice,比較 八分之一 和 二分之一 誰比較大？,不能比較,二分之一,一樣大,八分之一,二分之一,分母越小，分數越大,1,final
m3-n-u8-099,3,math,nanyi,choice,一盒布丁有 7 個，吃掉 1 個是幾盒？,七分之一,六分之一,七,八分之一,七分之一,全部有 7 個，其中的 1 個,1,final
m3-n-u8-100,3,math,nanyi,choice,比較 十分之一 和 九分之一 誰比較大？,一樣大,九分之一,十分之一,不能比較,九分之一,分母越小，分數越大,1,final
m3-n-u9-001,3,math,nanyi,choice,若圓的半徑是 2 公分，請問直徑是多少公分？,4,4,8,2,4,直徑 = 半徑 × 2,1,final
m3-n-u9-002,3,math,nanyi,choice,若圓的直徑是 38 公分，請問半徑是多少公分？,76,17,38,19,19,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-003,3,math,nanyi,choice,若圓的半徑是 13 公分，請問直徑是多少公分？,15,13,52,26,26,直徑 = 半徑 × 2,1,final
m3-n-u9-004,3,math,nanyi,choice,若圓的直徑是 34 公分，請問半徑是多少公分？,34,17,15,68,17,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-005,3,math,nanyi,choice,若圓的半徑是 17 公分，請問直徑是多少公分？,19,34,17,68,34,直徑 = 半徑 × 2,1,final
m3-n-u9-006,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,半徑,圓心,直徑,圓周,半徑,畫圓時固定的距離,1,final
m3-n-u9-007,3,math,nanyi,choice,若圓的直徑是 22 公分，請問半徑是多少公分？,11,44,9,22,11,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-008,3,math,nanyi,choice,若圓的半徑是 6 公分，請問直徑是多少公分？,8,6,12,24,12,直徑 = 半徑 × 2,1,final
m3-n-u9-009,3,math,nanyi,choice,若圓的半徑是 14 公分，請問直徑是多少公分？,14,16,56,28,28,直徑 = 半徑 × 2,1,final
m3-n-u9-010,3,math,nanyi,choice,決定圓大小的是什麼？,半徑,位置,顏色,圓心,半徑,半徑越長圓越大,1,final
m3-n-u9-011,3,math,nanyi,choice,若圓的直徑是 32 公分，請問半徑是多少公分？,64,14,32,16,16,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-012,3,math,nanyi,choice,圓裡面最長的直線是什麼？,直徑,半徑,圓心,圓周,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-013,3,math,nanyi,choice,若圓的直徑是 8 公分，請問半徑是多少公分？,16,8,2,4,4,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-014,3,math,nanyi,choice,若圓的半徑是 10 公分，請問直徑是多少公分？,10,40,12,20,20,直徑 = 半徑 × 2,1,final
m3-n-u9-015,3,math,nanyi,choice,若圓的半徑是 12 公分，請問直徑是多少公分？,24,48,12,14,24,直徑 = 半徑 × 2,1,final
m3-n-u9-016,3,math,nanyi,choice,決定圓大小的是什麼？,半徑,顏色,位置,圓心,半徑,半徑越長圓越大,1,final
m3-n-u9-017,3,math,nanyi,choice,若圓的半徑是 14 公分，請問直徑是多少公分？,14,56,16,28,28,直徑 = 半徑 × 2,1,final
m3-n-u9-018,3,math,nanyi,choice,圓裡面最長的直線是什麼？,圓周,圓心,直徑,半徑,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-019,3,math,nanyi,choice,若圓的半徑是 4 公分，請問直徑是多少公分？,4,16,8,6,8,直徑 = 半徑 × 2,1,final
m3-n-u9-020,3,math,nanyi,choice,圓裡面最長的直線是什麼？,圓周,圓心,半徑,直徑,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-021,3,math,nanyi,choice,若圓的直徑是 16 公分，請問半徑是多少公分？,6,8,32,16,8,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-022,3,math,nanyi,choice,若圓的直徑是 16 公分，請問半徑是多少公分？,32,6,16,8,8,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-023,3,math,nanyi,choice,若圓的半徑是 13 公分，請問直徑是多少公分？,52,15,26,13,26,直徑 = 半徑 × 2,1,final
m3-n-u9-024,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,圓周,半徑,直徑,圓心,半徑,畫圓時固定的距離,1,final
m3-n-u9-025,3,math,nanyi,choice,若圓的半徑是 6 公分，請問直徑是多少公分？,12,24,8,6,12,直徑 = 半徑 × 2,1,final
m3-n-u9-026,3,math,nanyi,choice,若圓的半徑是 18 公分，請問直徑是多少公分？,20,72,36,18,36,直徑 = 半徑 × 2,1,final
m3-n-u9-027,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,圓周,半徑,直徑,圓心,半徑,畫圓時固定的距離,1,final
m3-n-u9-028,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,半徑,直徑,圓心,圓周,半徑,畫圓時固定的距離,1,final
m3-n-u9-029,3,math,nanyi,choice,若圓的半徑是 6 公分，請問直徑是多少公分？,12,6,8,24,12,直徑 = 半徑 × 2,1,final
m3-n-u9-030,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,圓心,圓周,直徑,半徑,半徑,畫圓時固定的距離,1,final
m3-n-u9-031,3,math,nanyi,choice,若圓的半徑是 13 公分，請問直徑是多少公分？,52,13,26,15,26,直徑 = 半徑 × 2,1,final
m3-n-u9-032,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,圓心,圓周,半徑,直徑,半徑,畫圓時固定的距離,1,final
m3-n-u9-033,3,math,nanyi,choice,若圓的直徑是 10 公分，請問半徑是多少公分？,10,20,3,5,5,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-034,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,半徑,直徑,圓周,圓心,半徑,畫圓時固定的距離,1,final
m3-n-u9-035,3,math,nanyi,choice,若圓的直徑是 36 公分，請問半徑是多少公分？,16,72,36,18,18,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-036,3,math,nanyi,choice,若圓的半徑是 8 公分，請問直徑是多少公分？,8,32,10,16,16,直徑 = 半徑 × 2,1,final
m3-n-u9-037,3,math,nanyi,choice,若圓的直徑是 36 公分，請問半徑是多少公分？,36,72,18,16,18,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-038,3,math,nanyi,choice,若圓的半徑是 10 公分，請問直徑是多少公分？,10,12,40,20,20,直徑 = 半徑 × 2,1,final
m3-n-u9-039,3,math,nanyi,choice,圓裡面最長的直線是什麼？,圓心,半徑,圓周,直徑,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-040,3,math,nanyi,choice,若圓的半徑是 8 公分，請問直徑是多少公分？,32,16,8,10,16,直徑 = 半徑 × 2,1,final
m3-n-u9-041,3,math,nanyi,choice,若圓的直徑是 10 公分，請問半徑是多少公分？,10,3,5,20,5,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-042,3,math,nanyi,choice,若圓的直徑是 4 公分，請問半徑是多少公分？,2,4,0,8,2,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-043,3,math,nanyi,choice,若圓的半徑是 13 公分，請問直徑是多少公分？,13,52,15,26,26,直徑 = 半徑 × 2,1,final
m3-n-u9-044,3,math,nanyi,choice,若圓的直徑是 26 公分，請問半徑是多少公分？,26,13,11,52,13,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-045,3,math,nanyi,choice,決定圓大小的是什麼？,圓心,位置,半徑,顏色,半徑,半徑越長圓越大,1,final
m3-n-u9-046,3,math,nanyi,choice,若圓的半徑是 18 公分，請問直徑是多少公分？,20,72,36,18,36,直徑 = 半徑 × 2,1,final
m3-n-u9-047,3,math,nanyi,choice,若圓的直徑是 34 公分，請問半徑是多少公分？,15,34,17,68,17,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-048,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,圓心,半徑,直徑,圓周,半徑,畫圓時固定的距離,1,final
m3-n-u9-049,3,math,nanyi,choice,若圓的半徑是 3 公分，請問直徑是多少公分？,6,5,3,12,6,直徑 = 半徑 × 2,1,final
m3-n-u9-050,3,math,nanyi,choice,若圓的半徑是 7 公分，請問直徑是多少公分？,14,28,9,7,14,直徑 = 半徑 × 2,1,final
m3-n-u9-051,3,math,nanyi,choice,若圓的直徑是 6 公分，請問半徑是多少公分？,3,1,6,12,3,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-052,3,math,nanyi,choice,圓裡面最長的直線是什麼？,圓心,半徑,直徑,圓周,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-053,3,math,nanyi,choice,圓裡面最長的直線是什麼？,直徑,圓心,半徑,圓周,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-054,3,math,nanyi,choice,若圓的半徑是 16 公分，請問直徑是多少公分？,18,32,64,16,32,直徑 = 半徑 × 2,1,final
m3-n-u9-055,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,直徑,圓心,半徑,圓周,半徑,畫圓時固定的距離,1,final
m3-n-u9-056,3,math,nanyi,choice,若圓的直徑是 16 公分，請問半徑是多少公分？,32,16,6,8,8,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-057,3,math,nanyi,choice,若圓的半徑是 16 公分，請問直徑是多少公分？,32,64,18,16,32,直徑 = 半徑 × 2,1,final
m3-n-u9-058,3,math,nanyi,choice,若圓的半徑是 6 公分，請問直徑是多少公分？,6,12,24,8,12,直徑 = 半徑 × 2,1,final
m3-n-u9-059,3,math,nanyi,choice,若圓的半徑是 8 公分，請問直徑是多少公分？,16,32,10,8,16,直徑 = 半徑 × 2,1,final
m3-n-u9-060,3,math,nanyi,choice,圓裡面最長的直線是什麼？,直徑,圓心,圓周,半徑,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-061,3,math,nanyi,choice,若圓的半徑是 11 公分，請問直徑是多少公分？,22,44,13,11,22,直徑 = 半徑 × 2,1,final
m3-n-u9-062,3,math,nanyi,choice,圓裡面最長的直線是什麼？,半徑,圓心,直徑,圓周,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-063,3,math,nanyi,choice,決定圓大小的是什麼？,圓心,位置,半徑,顏色,半徑,半徑越長圓越大,1,final
m3-n-u9-064,3,math,nanyi,choice,圓裡面最長的直線是什麼？,半徑,圓周,直徑,圓心,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-065,3,math,nanyi,choice,圓裡面最長的直線是什麼？,圓心,直徑,圓周,半徑,直徑,通過圓心且兩端在圓上的線,1,final
m3-n-u9-066,3,math,nanyi,choice,若圓的直徑是 32 公分，請問半徑是多少公分？,16,64,32,14,16,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-067,3,math,nanyi,choice,若圓的直徑是 10 公分，請問半徑是多少公分？,3,20,10,5,5,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-068,3,math,nanyi,choice,若圓的半徑是 14 公分，請問直徑是多少公分？,16,56,14,28,28,直徑 = 半徑 × 2,1,final
m3-n-u9-069,3,math,nanyi,choice,若圓的直徑是 30 公分，請問半徑是多少公分？,15,13,60,30,15,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-070,3,math,nanyi,choice,若圓的半徑是 10 公分，請問直徑是多少公分？,10,12,20,40,20,直徑 = 半徑 × 2,1,final
m3-n-u9-071,3,math,nanyi,choice,若圓的半徑是 2 公分，請問直徑是多少公分？,8,4,2,4,4,直徑 = 半徑 × 2,1,final
m3-n-u9-072,3,math,nanyi,choice,決定圓大小的是什麼？,位置,圓心,顏色,半徑,半徑,半徑越長圓越大,1,final
m3-n-u9-073,3,math,nanyi,choice,若圓的直徑是 38 公分，請問半徑是多少公分？,19,17,38,76,19,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-074,3,math,nanyi,choice,若圓的直徑是 18 公分，請問半徑是多少公分？,7,36,9,18,9,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-075,3,math,nanyi,choice,若圓的直徑是 24 公分，請問半徑是多少公分？,10,12,48,24,12,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-076,3,math,nanyi,choice,若圓的半徑是 5 公分，請問直徑是多少公分？,7,10,5,20,10,直徑 = 半徑 × 2,1,final
m3-n-u9-077,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,圓周,圓心,半徑,直徑,半徑,畫圓時固定的距離,1,final
m3-n-u9-078,3,math,nanyi,choice,若圓的直徑是 34 公分，請問半徑是多少公分？,17,68,34,15,17,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-079,3,math,nanyi,choice,若圓的直徑是 38 公分，請問半徑是多少公分？,76,19,38,17,19,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-080,3,math,nanyi,choice,決定圓大小的是什麼？,顏色,位置,半徑,圓心,半徑,半徑越長圓越大,1,final
m3-n-u9-081,3,math,nanyi,choice,若圓的半徑是 16 公分，請問直徑是多少公分？,32,64,18,16,32,直徑 = 半徑 × 2,1,final
m3-n-u9-082,3,math,nanyi,choice,若圓的直徑是 6 公分，請問半徑是多少公分？,12,3,6,1,3,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-083,3,math,nanyi,choice,若圓的半徑是 2 公分，請問直徑是多少公分？,8,2,4,4,4,直徑 = 半徑 × 2,1,final
m3-n-u9-084,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,圓周,半徑,直徑,圓心,半徑,畫圓時固定的距離,1,final
m3-n-u9-085,3,math,nanyi,choice,圓規兩腳張開的距離代表什麼？,圓心,直徑,圓周,半徑,半徑,畫圓時固定的距離,1,final
m3-n-u9-086,3,math,nanyi,choice,決定圓大小的是什麼？,圓心,半徑,顏色,位置,半徑,半徑越長圓越大,1,final
m3-n-u9-087,3,math,nanyi,choice,若圓的直徑是 14 公分，請問半徑是多少公分？,28,14,5,7,7,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-088,3,math,nanyi,choice,決定圓大小的是什麼？,位置,圓心,顏色,半徑,半徑,半徑越長圓越大,1,final
m3-n-u9-089,3,math,nanyi,choice,若圓的直徑是 12 公分，請問半徑是多少公分？,6,12,24,4,6,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-090,3,math,nanyi,choice,若圓的直徑是 14 公分，請問半徑是多少公分？,28,14,5,7,7,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-091,3,math,nanyi,choice,若圓的半徑是 7 公分，請問直徑是多少公分？,28,14,7,9,14,直徑 = 半徑 × 2,1,final
m3-n-u9-092,3,math,nanyi,choice,若圓的半徑是 5 公分，請問直徑是多少公分？,20,10,7,5,10,直徑 = 半徑 × 2,1,final
m3-n-u9-093,3,math,nanyi,choice,決定圓大小的是什麼？,半徑,位置,圓心,顏色,半徑,半徑越長圓越大,1,final
m3-n-u9-094,3,math,nanyi,choice,若圓的半徑是 13 公分，請問直徑是多少公分？,26,15,52,13,26,直徑 = 半徑 × 2,1,final
m3-n-u9-095,3,math,nanyi,choice,若圓的直徑是 6 公分，請問半徑是多少公分？,3,1,12,6,3,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-096,3,math,nanyi,choice,若圓的直徑是 18 公分，請問半徑是多少公分？,7,18,36,9,9,半徑 = 直徑 ÷ 2,1,final
m3-n-u9-097,3,math,nanyi,choice,若圓的半徑是 6 公分，請問直徑是多少公分？,8,6,12,24,12,直徑 = 半徑 × 2,1,final
m3-n-u9-098,3,math,nanyi,choice,若圓的半徑是 12 公分，請問直徑是多少公分？,14,48,12,24,24,直徑 = 半徑 × 2,1,final
m3-n-u9-099,3,math,nanyi,choice,決定圓大小的是什麼？,顏色,半徑,圓心,位置,半徑,半徑越長圓越大,1,final
m3-n-u9-100,3,math,nanyi,choice,決定圓大小的是什麼？,顏色,圓心,位置,半徑,半徑,半徑越長圓越大,1,final
c3-k-L7-zy-w2z-000,3,chinese,kangxuan,choice,請問「阿婆」的注音是？,ㄨㄟˊ ㄑㄧㄤˊ,ㄌㄧˋ ㄕˇ,ㄚ ㄆㄛ,ㄚ ㄆㄛˊ,ㄚ ㄆㄛˊ,請注意聲調,1,final
c3-k-L7-zy-w2z-001,3,chinese,kangxuan,choice,請問「鐵蛋」的注音是？,ㄐㄧㄝ ㄉㄠˋ,ㄊㄧㄝˇ ㄉㄤˋ,ㄊㄧㄝˇ ㄉㄢˋ,ㄊㄧㄝˇ ㄉㄢˇ,ㄊㄧㄝˇ ㄉㄢˋ,請注意聲調,1,final
c3-k-L7-zy-w2z-002,3,chinese,kangxuan,choice,請問「街道」的注音是？,ㄐㄧㄝ ㄉㄠˋ,ㄌㄧˋ ㄕˇ,ㄇㄟˇ ㄐㄧㄥˇ,ㄐㄧㄝ ㄉㄠ˙,ㄐㄧㄝ ㄉㄠˋ,請注意聲調,1,final
c3-k-L7-zy-w2z-003,3,chinese,kangxuan,choice,請問「夕陽」的注音是？,ㄒㄧˋ ㄧㄤˇ,ㄒㄧˋ ㄧㄤˊ,ㄔㄨㄟˊ ㄊㄡˊ ㄙㄤˋ ㄑㄧˋ,ㄒㄧˋ ㄧㄢˊ,ㄒㄧˋ ㄧㄤˊ,請注意聲調,1,final
c3-k-L7-zy-w2z-004,3,chinese,kangxuan,choice,請問「充滿」的注音是？,ㄔㄨㄥ ㄇㄢˇ,ㄈㄣ ㄒㄧㄤˇ,ㄔㄨㄥ ㄇㄢˋ,ㄘㄨㄥ ㄇㄢˇ,ㄔㄨㄥ ㄇㄢˇ,請注意聲調,1,final
c3-k-L7-zy-w2z-005,3,chinese,kangxuan,choice,請問「歷史」的注音是？,ㄌㄧˋ ㄙˇ,ㄌㄧˋ ㄕ˙,ㄌㄧˋ ㄕˇ,ㄔㄨㄣ ㄊㄧㄢ,ㄌㄧˋ ㄕˇ,請注意聲調,1,final
c3-k-L7-zy-w2z-006,3,chinese,kangxuan,choice,請問「古老」的注音是？,ㄍㄨˇ ㄌㄠˊ,ㄚ ㄆㄛˊ,ㄍㄨˇ ㄌㄠˇ,ㄍㄨˇ ㄋㄠˇ,ㄍㄨˇ ㄌㄠˇ,請注意聲調,1,final
c3-k-L7-zy-w2z-007,3,chinese,kangxuan,choice,請問「美景」的注音是？,ㄇㄟˇ ㄐㄧㄥˇ,ㄍㄨˋ ㄓㄤˋ,ㄇㄟˇ ㄐㄧㄥ˙,ㄇㄟˇ ㄐㄧㄣˇ,ㄇㄟˇ ㄐㄧㄥˇ,請注意聲調,1,final
c3-k-L7-zy-z2w-000,3,chinese,kangxuan,choice,請問注音「ㄚ ㄆㄛˊ」對應的解釋或詞語是？,阿婆,阿姨,阿公,巫婆,阿婆,請拼讀注音,1,final
c3-k-L7-zy-z2w-001,3,chinese,kangxuan,choice,請問注音「ㄊㄧㄝˇ ㄉㄢˋ」對應的解釋或詞語是？,鐵蛋,壞蛋,鐵球,雞蛋,鐵蛋,請拼讀注音,1,final
c3-k-L7-zy-z2w-002,3,chinese,kangxuan,choice,請問注音「ㄐㄧㄝ ㄉㄠˋ」對應的解釋或詞語是？,巷弄,街道,大道,樓梯,街道,請拼讀注音,1,final
c3-k-L7-zy-z2w-003,3,chinese,kangxuan,choice,請問注音「ㄒㄧˋ ㄧㄤˊ」對應的解釋或詞語是？,夕陽,月亮,星星,朝陽,夕陽,請拼讀注音,1,final
c3-k-L7-zy-z2w-004,3,chinese,kangxuan,choice,請問注音「ㄔㄨㄥ ㄇㄢˇ」對應的解釋或詞語是？,充實,裝滿,充滿,補充,充滿,請拼讀注音,1,final
c3-k-L7-zy-z2w-005,3,chinese,kangxuan,choice,請問注音「ㄌㄧˋ ㄕˇ」對應的解釋或詞語是？,地理,來歷,歷史,經歷,歷史,請拼讀注音,1,final
c3-k-L7-zy-z2w-006,3,chinese,kangxuan,choice,請問注音「ㄍㄨˇ ㄌㄠˇ」對應的解釋或詞語是？,年老,古老,古蹟,古代,古老,請拼讀注音,1,final
c3-k-L7-zy-z2w-007,3,chinese,kangxuan,choice,請問注音「ㄇㄟˇ ㄐㄧㄥˇ」對應的解釋或詞語是？,背景,美景,景色,風景,美景,請拼讀注音,1,final
c3-k-L7-mean-w2m-000,3,chinese,kangxuan,choice,「阿婆」的意思是什麼？,美麗的景色,對年長婦人的通稱,一種經過反覆滷製的蛋,傍晚時將西下的太陽,對年長婦人的通稱,根據課文內容,1,final
c3-k-L7-mean-w2m-001,3,chinese,kangxuan,choice,「鐵蛋」的意思是什麼？,美麗的景色,對年長婦人的通稱,一種經過反覆滷製的蛋,過去發生的人事物記錄,一種經過反覆滷製的蛋,根據課文內容,1,final
c3-k-L7-mean-w2m-002,3,chinese,kangxuan,choice,「街道」的意思是什麼？,供人車通行的道路,對年長婦人的通稱,一種經過反覆滷製的蛋,美麗的景色,供人車通行的道路,根據課文內容,1,final
c3-k-L7-mean-w2m-003,3,chinese,kangxuan,choice,「夕陽」的意思是什麼？,供人車通行的道路,過去發生的人事物記錄,填滿、布滿,傍晚時將西下的太陽,傍晚時將西下的太陽,根據課文內容,1,final
c3-k-L7-mean-w2m-004,3,chinese,kangxuan,choice,「充滿」的意思是什麼？,傍晚時將西下的太陽,過去發生的人事物記錄,對年長婦人的通稱,填滿、布滿,填滿、布滿,根據課文內容,1,final
c3-k-L7-mean-w2m-005,3,chinese,kangxuan,choice,「歷史」的意思是什麼？,過去發生的人事物記錄,一種經過反覆滷製的蛋,對年長婦人的通稱,年代久遠,過去發生的人事物記錄,根據課文內容,1,final
c3-k-L7-mean-w2m-006,3,chinese,kangxuan,choice,「古老」的意思是什麼？,年代久遠,填滿、布滿,供人車通行的道路,美麗的景色,年代久遠,根據課文內容,1,final
c3-k-L7-mean-w2m-007,3,chinese,kangxuan,choice,「美景」的意思是什麼？,美麗的景色,傍晚時將西下的太陽,過去發生的人事物記錄,一種經過反覆滷製的蛋,美麗的景色,根據課文內容,1,final
c3-k-L7-use-cloze-000,3,chinese,kangxuan,choice,選詞填空：這位____賣的鐵蛋非常有名，遊客都排隊購買。,美景,鐵蛋,阿婆,古老,阿婆,請選出最適合填入空格的詞,1,final
c3-k-L7-use-cloze-001,3,chinese,kangxuan,choice,選詞填空：淡水的名產____吃起來又香又Q。,鐵蛋,歷史,古老,夕陽,鐵蛋,請選出最適合填入空格的詞,1,final
c3-k-L7-use-cloze-002,3,chinese,kangxuan,choice,選詞填空：這條____兩旁保留了許多古老的建築。,街道,充滿,古老,阿婆,街道,請選出最適合填入空格的詞,1,final
c3-k-L7-use-cloze-003,3,chinese,kangxuan,choice,選詞填空：我們坐在河邊，欣賞美麗的____緩緩落下。,充滿,古老,夕陽,歷史,夕陽,請選出最適合填入空格的詞,1,final
