id,grade,subject,publisher,type,question,option1,option2,option3,option4,answer,hint,semester,exam
c3-k-L7-use-cloze-004,3,chinese,kangxuan,choice,選詞填空：教室裡____了同學們的歡笑聲。,街道,古老,充滿,夕陽,充滿,請選出最適合填入空格的詞,1,final
c3-k-L7-use-cloze-005,3,chinese,kangxuan,choice,選詞填空：這座古廟有三百年的____，是珍貴的古蹟。,歷史,美景,街道,鐵蛋,歷史,請選出最適合填入空格的詞,1,final
c3-k-L7-use-cloze-006,3,chinese,kangxuan,choice,選詞填空：爺爺講了一個____的傳說給我們聽。,阿婆,充滿,古老,夕陽,古老,請選出最適合填入空格的詞,1,final
c3-k-L7-use-cloze-007,3,chinese,kangxuan,choice,選詞填空：登上山頂，眼前的____盡收眼底。,美景,充滿,古老,歷史,美景,請選出最適合填入空格的詞,1,final
c3-k-L7-char-rad-000,3,chinese,kangxuan,choice,請問「阿」字的部首是什麼？,心,手,阜,夕,阜,部首通常在字的旁邊或上下,1,final
c3-k-L7-char-rad-001,3,chinese,kangxuan,choice,請問「鐵」字的部首是什麼？,金,水,口,心,金,部首通常在字的旁邊或上下,1,final
c3-k-L7-char-rad-002,3,chinese,kangxuan,choice,請問「街」字的部首是什麼？,日,行,土,口,行,部首通常在字的旁邊或上下,1,final
c3-k-L7-char-rad-003,3,chinese,kangxuan,choice,請問「夕」字的部首是什麼？,人,日,夕,口,夕,部首通常在字的旁邊或上下,1,final
c3-k-L7-char-rad-004,3,chinese,kangxuan,choice,請問「充」字的部首是什麼？,羊,水,儿,行,儿,部首通常在字的旁邊或上下,1,final
c3-k-L7-char-rad-005,3,chinese,kangxuan,choice,請問「歷」字的部首是什麼？,止,夕,心,金,止,部首通常在字的旁邊或上下,1,final
c3-k-L7-char-rad-006,3,chinese,kangxuan,choice,請問「古」字的部首是什麼？,口,日,阜,艸,口,部首通常在字的旁邊或上下,1,final
c3-k-L7-char-rad-007,3,chinese,kangxuan,choice,請問「美」字的部首是什麼？,人,艸,羊,夕,羊,部首通常在字的旁邊或上下,1,final
c3-k-L7-gram-000,3,chinese,kangxuan,choice,下列哪個句子使用了「除了……還……」的句型？,因為下雨，所以我們不去公園。,雖然他很累，但是他還是堅持做完。,如果明天放假，我就去爬山。,淡水小鎮除了有熱鬧的街道，還有美味的小吃。,淡水小鎮除了有熱鬧的街道，還有美味的小吃。,句型練習,1,final
c3-k-L7-gram-001,3,chinese,kangxuan,choice,媽媽____回到家，____開始準備晚餐。,一……就……,除了……還……,雖然……但是……,不但……而且……,一……就……,句型練習,1,final
c3-k-L7-cont-000,3,chinese,kangxuan,choice,淡水小鎮著名的美食是什麼？,珍珠奶茶,阿婆鐵蛋,肉圓,臭豆腐,阿婆鐵蛋,回想一下課文內容,1,final
c3-k-L7-cont-001,3,chinese,kangxuan,choice,課文中提到的「紅紅的圓球」是指什麼？,蘋果,氣球,夕陽,燈籠,夕陽,回想一下課文內容,1,final
c3-k-L7-cont-002,3,chinese,kangxuan,choice,淡水小鎮給人的感覺除了熱鬧，還有什麼？,科技發達,充滿歷史的故事,安靜無聲,高樓林立,充滿歷史的故事,回想一下課文內容,1,final
c3-k-L7-cont-003,3,chinese,kangxuan,choice,作者在淡水小鎮看到了什麼樣的街道？,無人的巷子,古老的街道,泥濘的小路,寬闊的高速公路,古老的街道,回想一下課文內容,1,final
c3-k-L7-cont-004,3,chinese,kangxuan,choice,淡水位於台灣的哪個方位？,東部,中部,南部,北部,北部,回想一下課文內容,1,final
c3-k-L7-cont-005,3,chinese,kangxuan,choice,遊客喜歡在淡水河邊做什麼？,抓魚,游泳,看夕陽,睡覺,看夕陽,回想一下課文內容,1,final
c3-k-L8-zy-w2z-000,3,chinese,kangxuan,choice,請問「參觀」的注音是？,ㄇㄧㄢˇ ㄏㄨㄞˊ,ㄘㄢ ㄍㄨㄢ,ㄔㄢ ㄍㄨㄢ,ㄘㄢ ㄍㄨㄢ˙,ㄘㄢ ㄍㄨㄢ,請注意聲調,1,final
c3-k-L8-zy-w2z-001,3,chinese,kangxuan,choice,請問「古堡」的注音是？,ㄒㄧㄠˋ ㄕㄥ,ㄍㄨˇ ㄅㄠˇ,ㄍㄨˇ ㄅㄠˋ,ㄗˋ ㄙ,ㄍㄨˇ ㄅㄠˇ,請注意聲調,1,final
c3-k-L8-zy-w2z-002,3,chinese,kangxuan,choice,請問「瞭望台」的注音是？,ㄌㄧㄠˋ ㄨㄢˋ ㄊㄞˊ,ㄌㄧㄠˋ ㄨㄤˋ ㄊㄞˊ,ㄕㄥ ㄊㄞˋ,ㄌㄧㄠˋ ㄨㄤˋ ㄊㄞˇ,ㄌㄧㄠˋ ㄨㄤˋ ㄊㄞˊ,請注意聲調,1,final
c3-k-L8-zy-w2z-003,3,chinese,kangxuan,choice,請問「陳列館」的注音是？,ㄘㄣˊ ㄌㄧㄝˋ ㄍㄨㄢˇ,ㄔㄣˊ ㄌㄧㄝˋ ㄍㄨㄢˇ,ㄈㄤˋ ㄑㄧˋ,ㄔㄣˊ ㄌㄧㄝˋ ㄍㄨㄢ˙,ㄔㄣˊ ㄌㄧㄝˋ ㄍㄨㄢˇ,請注意聲調,1,final
c3-k-L8-zy-w2z-004,3,chinese,kangxuan,choice,請問「炮臺」的注音是？,ㄇㄧㄢˇ ㄏㄨㄞˊ,ㄆㄠˋ ㄊㄞˋ,ㄇㄚˇ ㄊㄞˋ ㄢ,ㄆㄠˋ ㄊㄞˊ,ㄆㄠˋ ㄊㄞˊ,請注意聲調,1,final
c3-k-L8-zy-w2z-005,3,chinese,kangxuan,choice,請問「緬懷」的注音是？,ㄇㄧㄢˇ ㄏㄨㄞˊ,ㄏㄨˊ ㄌㄧˊ,ㄇㄧㄢˇ ㄏㄨㄞ˙,ㄇㄧㄤˇ ㄏㄨㄞˊ,ㄇㄧㄢˇ ㄏㄨㄞˊ,請注意聲調,1,final
c3-k-L8-zy-w2z-006,3,chinese,kangxuan,choice,請問「荷蘭」的注音是？,ㄏㄜˊ ㄌㄢ,ㄏㄜˊ ㄌㄢˊ,ㄙㄨㄢ,ㄏㄜˊ ㄌㄤˊ,ㄏㄜˊ ㄌㄢˊ,請注意聲調,1,final
c3-k-L8-zy-w2z-007,3,chinese,kangxuan,choice,請問「防禦」的注音是？,ㄈㄢˊ ㄩˋ,ㄈㄤˊ ㄩˋ,ㄙㄨㄢ,ㄈㄤˊ ㄩ˙,ㄈㄤˊ ㄩˋ,請注意聲調,1,final
c3-k-L8-zy-z2w-000,3,chinese,kangxuan,choice,請問注音「ㄘㄢ ㄍㄨㄢ」對應的解釋或詞語是？,參與,參觀,參加,觀看,參觀,請拼讀注音,1,final
c3-k-L8-zy-z2w-001,3,chinese,kangxuan,choice,請問注音「ㄍㄨˇ ㄅㄠˇ」對應的解釋或詞語是？,漢堡,古蹟,古堡,城堡,古堡,請拼讀注音,1,final
c3-k-L8-zy-z2w-002,3,chinese,kangxuan,choice,請問注音「ㄌㄧㄠˋ ㄨㄤˋ ㄊㄞˊ」對應的解釋或詞語是？,瞭望台,櫃台,司令台,舞台,瞭望台,請拼讀注音,1,final
c3-k-L8-zy-z2w-003,3,chinese,kangxuan,choice,請問注音「ㄔㄣˊ ㄌㄧㄝˋ ㄍㄨㄢˇ」對應的解釋或詞語是？,博物館,陳列館,美術館,圖書館,陳列館,請拼讀注音,1,final
c3-k-L8-zy-z2w-004,3,chinese,kangxuan,choice,請問注音「ㄆㄠˋ ㄊㄞˊ」對應的解釋或詞語是？,舞台,櫃台,炮臺,陽台,炮臺,請拼讀注音,1,final
c3-k-L8-zy-z2w-005,3,chinese,kangxuan,choice,請問注音「ㄇㄧㄢˇ ㄏㄨㄞˊ」對應的解釋或詞語是？,懷疑,緬懷,懷念,感懷,緬懷,請拼讀注音,1,final
c3-k-L8-zy-z2w-006,3,chinese,kangxuan,choice,請問注音「ㄏㄜˊ ㄌㄢˊ」對應的解釋或詞語是？,米蘭,荷蘭,宜蘭,波蘭,荷蘭,請拼讀注音,1,final
c3-k-L8-zy-z2w-007,3,chinese,kangxuan,choice,請問注音「ㄈㄤˊ ㄩˋ」對應的解釋或詞語是？,防止,防禦,防守,防備,防禦,請拼讀注音,1,final
c3-k-L8-mean-w2m-000,3,chinese,kangxuan,choice,「參觀」的意思是什麼？,防備抵禦,擺設物品供人參觀的場所,架設火炮的臺座,實地觀覽,實地觀覽,根據課文內容,1,final
c3-k-L8-mean-w2m-001,3,chinese,kangxuan,choice,「古堡」的意思是什麼？,追念懷思,防備抵禦,古代的堡壘,擺設物品供人參觀的場所,古代的堡壘,根據課文內容,1,final
c3-k-L8-mean-w2m-002,3,chinese,kangxuan,choice,「瞭望台」的意思是什麼？,登高遠望的高臺,追念懷思,擺設物品供人參觀的場所,架設火炮的臺座,登高遠望的高臺,根據課文內容,1,final
c3-k-L8-mean-w2m-003,3,chinese,kangxuan,choice,「陳列館」的意思是什麼？,擺設物品供人參觀的場所,國名，曾統治台灣,追念懷思,實地觀覽,擺設物品供人參觀的場所,根據課文內容,1,final
c3-k-L8-mean-w2m-004,3,chinese,kangxuan,choice,「炮臺」的意思是什麼？,古代的堡壘,國名，曾統治台灣,架設火炮的臺座,登高遠望的高臺,架設火炮的臺座,根據課文內容,1,final
c3-k-L8-mean-w2m-005,3,chinese,kangxuan,choice,「緬懷」的意思是什麼？,登高遠望的高臺,擺設物品供人參觀的場所,國名，曾統治台灣,追念懷思,追念懷思,根據課文內容,1,final
c3-k-L8-mean-w2m-006,3,chinese,kangxuan,choice,「荷蘭」的意思是什麼？,國名，曾統治台灣,防備抵禦,古代的堡壘,實地觀覽,國名，曾統治台灣,根據課文內容,1,final
c3-k-L8-mean-w2m-007,3,chinese,kangxuan,choice,「防禦」的意思是什麼？,國名，曾統治台灣,防備抵禦,古代的堡壘,架設火炮的臺座,防備抵禦,根據課文內容,1,final
c3-k-L8-use-cloze-000,3,chinese,kangxuan,choice,選詞填空：學校舉辦戶外教學，帶我們去____博物館。,防禦,荷蘭,瞭望台,參觀,參觀,請選出最適合填入空格的詞,1,final
c3-k-L8-use-cloze-001,3,chinese,kangxuan,choice,選詞填空：這座____見證了數百年的戰爭歷史。,陳列館,古堡,荷蘭,緬懷,古堡,請選出最適合填入空格的詞,1,final
c3-k-L8-use-cloze-002,3,chinese,kangxuan,choice,選詞填空：站在____上，可以看見遠處的大海。,緬懷,瞭望台,古堡,參觀,瞭望台,請選出最適合填入空格的詞,1,final
c3-k-L8-use-cloze-003,3,chinese,kangxuan,choice,選詞填空：____裡展示著各式各樣的史前文物。,炮臺,緬懷,陳列館,防禦,陳列館,請選出最適合填入空格的詞,1,final
c3-k-L8-use-cloze-004,3,chinese,kangxuan,choice,選詞填空：這座____是用來防禦敵人進攻的重要設施。,古堡,參觀,緬懷,炮臺,炮臺,請選出最適合填入空格的詞,1,final
c3-k-L8-use-cloze-005,3,chinese,kangxuan,choice,選詞填空：我們舉辦音樂會，____這位偉大的作曲家。,緬懷,荷蘭,瞭望台,炮臺,緬懷,請選出最適合填入空格的詞,1,final
c3-k-L8-use-cloze-006,3,chinese,kangxuan,choice,選詞填空：____以風車和鬱金香聞名於世。,荷蘭,炮臺,緬懷,陳列館,荷蘭,請選出最適合填入空格的詞,1,final
c3-k-L8-use-cloze-007,3,chinese,kangxuan,choice,選詞填空：城牆的主要功能是為了____敵人的攻擊。,防禦,陳列館,緬懷,荷蘭,防禦,請選出最適合填入空格的詞,1,final
c3-k-L8-char-rad-000,3,chinese,kangxuan,choice,請問「參」字的部首是什麼？,厶,行,羊,土,厶,部首通常在字的旁邊或上下,1,final
c3-k-L8-char-rad-001,3,chinese,kangxuan,choice,請問「古」字的部首是什麼？,手,金,羊,土,土,部首通常在字的旁邊或上下,1,final
c3-k-L8-char-rad-002,3,chinese,kangxuan,choice,請問「瞭」字的部首是什麼？,口,夕,目,土,目,部首通常在字的旁邊或上下,1,final
c3-k-L8-char-rad-003,3,chinese,kangxuan,choice,請問「陳」字的部首是什麼？,心,阜,木,口,阜,部首通常在字的旁邊或上下,1,final
c3-k-L8-char-rad-004,3,chinese,kangxuan,choice,請問「炮」字的部首是什麼？,火,阜,口,金,火,部首通常在字的旁邊或上下,1,final
c3-k-L8-char-rad-005,3,chinese,kangxuan,choice,請問「緬」字的部首是什麼？,水,木,糸,夕,糸,部首通常在字的旁邊或上下,1,final
c3-k-L8-char-rad-006,3,chinese,kangxuan,choice,請問「荷」字的部首是什麼？,心,言,水,艸,艸,部首通常在字的旁邊或上下,1,final
c3-k-L8-char-rad-007,3,chinese,kangxuan,choice,請問「防」字的部首是什麼？,止,土,阜,日,阜,部首通常在字的旁邊或上下,1,final
c3-k-L8-gram-000,3,chinese,kangxuan,choice,下列哪個句子表達「目的」？,不但風景美，而且空氣好。,為了看更遠的風景，我們爬上了瞭望台。,因為下雨了，所以我帶雨傘。,雖然很累，但我很開心。,為了看更遠的風景，我們爬上了瞭望台。,句型練習,1,final
c3-k-L8-gram-001,3,chinese,kangxuan,choice,老樹根盤在牆上，____在訴說古老的故事。,所以,如果,彷彿,但是,彷彿,句型練習,1,final
c3-k-L8-cont-000,3,chinese,kangxuan,choice,安平古堡位於哪裡？,台中,高雄,台北,台南,台南,回想一下課文內容,1,final
c3-k-L8-cont-001,3,chinese,kangxuan,choice,安平古堡早期是誰建造的？,西班牙人,日本人,美國人,荷蘭人,荷蘭人,回想一下課文內容,1,final
c3-k-L8-cont-002,3,chinese,kangxuan,choice,作者參觀安平古堡時，登上了什麼地方？,瞭望台,摩天輪,山頂,燈塔,瞭望台,回想一下課文內容,1,final
